split,utt_id,speaker_id,gender,age,audio_path,text,accuracy,completeness,fluency,prosodic,total
train,010640280,1064,m,26,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1064\010640280.WAV,I THINK IT'S TIME WE HAVE ALMOST IN ON SEE,8,10.0,7,7,7
train,010640284,1064,m,26,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1064\010640284.WAV,TODAY MIGHT BIT GOOD DAY,8,10.0,8,7,8
train,010640286,1064,m,26,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1064\010640286.WAV,IT'S GOING TO BE A WORD ONE,8,10.0,8,8,8
train,010640297,1064,m,26,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1064\010640297.WAV,HOPE YOU WILL LET ME DO IT FOR YOU,7,10.0,7,6,7
train,010640314,1064,m,26,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1064\010640314.WAV,IT'S YOU O'CLOCK IN THE AFTERNOON,8,10.0,8,7,7
train,010640366,1064,m,26,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1064\010640366.WAV,WHY CHILD THERE WAS NO MORE HARM IN THE THAN,6,10.0,7,7,5
train,010920012,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920012.WAV,LILLY CAN SEE THE PANDA,8,10.0,6,7,7
train,010920024,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920024.WAV,MANDY LIVE IN BRITAIN,7,10.0,7,6,6
train,010920025,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920025.WAV,TIM IS A FRIEND FROM GERMAN,6,10.0,6,6,5
train,010920030,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920030.WAV,EIGHT FIVE THREE TWO,8,10.0,8,6,7
train,010920032,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920032.WAV,FIVE NINE SEVEN SEVEN,8,10.0,8,7,7
train,010920033,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920033.WAV,ONE FIVE FOUR EIGHT,7,10.0,9,6,6
train,010920043,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920043.WAV,FOUR THREE SEVEN ZERO,8,10.0,8,7,7
train,010920044,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920044.WAV,FOUR NINE ONE THREE,8,10.0,8,7,8
train,010920065,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920065.WAV,JAYME SMELLS FRESH FISH,6,10.0,7,7,6
train,010920070,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920070.WAV,JACK SMELLS FRESH CHICKEN,6,10.0,7,7,6
train,010920075,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920075.WAV,TINA HAS A BIG TEA,8,10.0,8,8,8
train,010920101,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920101.WAV,LAYLA CAN SEE THE VAN,8,10.0,8,8,8
train,010920105,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920105.WAV,THEN JACK WALKED TO HOSPITAL,7,10.0,6,6,7
train,010920125,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920125.WAV,HENNY WOULD YOU LIKE TO GROW CARROT,4,10.0,6,6,4
train,010920126,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920126.WAV,MARY WOULD YOU LIKE TO GREY LEEK,7,10.0,7,6,7
train,010920138,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920138.WAV,LYNDA WASHED THE CHINESE CABBAGE,6,10.0,6,6,5
train,010920141,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920141.WAV,MARY IS NOT A REALLY ACTOR,8,10.0,7,6,7
train,010920153,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920153.WAV,AM I YOUR BIRD,7,10.0,7,7,7
train,010920159,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920159.WAV,MY MOTHER IS IN A RED DRESS,8,10.0,8,7,7
train,010920165,1092,m,8,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1092\010920165.WAV,I CAN DO IT,8,10.0,7,6,8
train,011970004,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970004.WAV,JACK CAN PAIN THE DEER,7,10.0,7,7,7
train,011970006,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970006.WAV,SO BETTY WENT TO FIND THE SHEEP,8,10.0,6,6,7
train,011970019,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970019.WAV,LISA CAN PEN THE BEAR,8,10.0,7,7,7
train,011970023,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970023.WAV,LYNDA IS A FRIEND FROM BRITAIN,8,10.0,6,6,7
train,011970036,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970036.WAV,SIX NINE THREE,9,10.0,9,9,9
train,011970042,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970042.WAV,NINE SIX SIX ONE,9,10.0,9,9,9
train,011970075,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970075.WAV,LOOK AT MANDY'S NECK,9,10.0,8,8,8
train,011970081,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970081.WAV,LET'S DRAW JIM'S EYE,8,10.0,7,7,7
train,011970087,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970087.WAV,JAYME NEEDS NEW BOOTS,7,10.0,7,7,7
train,011970088,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970088.WAV,LYNDA NEEDS NEW SHOES,8,10.0,7,7,7
train,011970092,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970092.WAV,LOOK AT MARY'S COAT,8,10.0,7,7,7
train,011970095,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970095.WAV,JACK LIKES YOUR RED JACKET,9,10.0,7,7,8
train,011970107,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970107.WAV,SO LISA WENT ON TO PLAYGROUND,8,10.0,7,7,7
train,011970132,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970132.WAV,LOWEN IS DRAWING THE PUMPKIN,7,10.0,6,7,6
train,011970141,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970141.WAV,I'M NOT A REAL SALESPERSON,8,10.0,7,7,7
train,011970142,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970142.WAV,MARY IS NOT A REAL ACTOR,9,10.0,7,7,8
train,011970145,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970145.WAV,JACK LIKES THE SCIENCE CLASS AT SCHOOL,8,10.0,7,7,7
train,011970165,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970165.WAV,ARE YOU GOING IN NOW,8,10.0,8,8,8
train,011970173,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970173.WAV,THAT WE'RE HAPPY,8,10.0,9,8,8
train,011970175,1197,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1197\011970175.WAV,AND HERE AM I AND HERE ARE YOU,8,10.0,7,7,7
train,012030007,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030007.WAV,LILLY WENT TO SEE FISH,9,10.0,7,8,8
train,012030010,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030010.WAV,LUCY RAN AWAY FROM THE FISH,8,10.0,8,8,8
train,012030013,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030013.WAV,SANDY CAN PAINT THE CAT,7,10.0,7,8,7
train,012030024,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030024.WAV,PETER LOVES CANADA,8,10.0,9,8,8
train,012030027,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030027.WAV,CASEY IS A FRIEND FROM CANADA,8,10.0,8,8,7
train,012030031,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030031.WAV,FOUR TWO ONE THREE,9,10.0,9,9,9
train,012030032,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030032.WAV,NINE NINE TWO SIX,8,10.0,9,8,8
train,012030036,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030036.WAV,FIVE NINE FIVE THREE,8,10.0,9,8,8
train,012030043,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030043.WAV,SIX ONE SEVEN SIX,10,10.0,10,9,9
train,012030044,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030044.WAV,SIX THREE SEVEN NINE,9,10.0,9,9,9
train,012030053,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030053.WAV,LILLY IS AN EXPERT AT GOLF,7,10.0,9,8,6
train,012030055,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030055.WAV,HE IS GOOD AT AMERICAN FOOTBALL,8,10.0,8,7,7
train,012030058,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030058.WAV,MARY AT A LITTLE EGG,8,10.0,8,7,7
train,012030072,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030072.WAV,LOOK AT MY MOUTH,8,10.0,8,8,8
train,012030078,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030078.WAV,BY CASEY MOUTH,8,10.0,9,8,7
train,012030083,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030083.WAV,BET LIKES YOUR BLUE JAZZ,8,10.0,8,8,8
train,012030093,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030093.WAV,HERE IS BETTY'S SCARE,8,10.0,8,9,8
train,012030097,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030097.WAV,MISS GOT ON THE SHIP,9,10.0,8,8,8
train,012030116,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030116.WAV,SO PETER WAIT INTO THE HOSPITAL,8,10.0,8,8,8
train,012030138,1203,m,7,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1203\012030138.WAV,LUCY LOVE POT TOWEL,8,10.0,7,8,7
train,012600017,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600017.WAV,A NEW TRACK IS PLANNED FOR THE FUTURE,7,10.0,7,7,7
train,012600072,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600072.WAV,WE WILL CONTINUE TO FIGHT THIS,8,10.0,6,6,7
train,012600082,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600082.WAV,THE UNITED STATES IS LIVING ON ITS PASTS,8,10.0,8,8,8
train,012600129,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600129.WAV,THAT PUT ME IN SUCH A GOOD MOOD,7,10.0,7,7,7
train,012600131,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600131.WAV,HAVE A LITTLE BIT OF FAITH LOVE,8,10.0,8,7,8
train,012600177,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600177.WAV,SHE IS OUT OF THIS WORLD,7,10.0,8,7,7
train,012600186,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600186.WAV,WELL THAT WAS A BAD PERIOD,8,10.0,7,7,7
train,012600210,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600210.WAV,APRIL IS OVER THEY OVER AND THEY RESULTS ARE IN,8,10.0,7,6,7
train,012600219,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600219.WAV,FEELING A LITTLE TOO SAD,8,10.0,7,7,7
train,012600224,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600224.WAV,WAIT YOU HAVE A CALLED,9,10.0,7,7,8
train,012600251,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600251.WAV,LESS THAN A WEEK AGO,7,10.0,8,7,7
train,012600252,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600252.WAV,PRIDE IS A HUGE PROBLEM,8,10.0,6,7,7
train,012600263,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600263.WAV,HE IS GOING TO END UP DEAD,8,10.0,7,7,7
train,012600281,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600281.WAV,REPEAT COULD HAPPEN TO ANY OF US,8,10.0,6,6,7
train,012600295,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600295.WAV,WHAT'S UP WITH THE CALLS,8,10.0,8,7,7
train,012600330,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600330.WAV,HE PUSHED THE IDEA AWAY,9,10.0,7,6,8
train,012600338,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600338.WAV,NOT BY A GOOD DEAL,8,10.0,7,7,7
train,012600345,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600345.WAV,WE PROFIT FROM THE WORK OF THE SPECIALISTS,7,10.0,7,7,7
train,012600357,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600357.WAV,AMONG RUSSIANS THERE ARE MANY SUCH,8,10.0,7,7,7
train,012600368,1260,m,25,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1260\012600368.WAV,SHE'S ONE OF THESE WILD FELLOWS,8,10.0,7,7,7
train,013090018,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090018.WAV,SO OF COURSE I WAS PICKED ON,8,10.0,10,9,8
train,013090027,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090027.WAV,IT IS A CONTRADICTION IN TERMS,8,10.0,9,8,8
train,013090041,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090041.WAV,SHE HAD SUFFERED STROKES AND HEART FAILURE,9,10.0,9,9,8
train,013090051,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090051.WAV,HOWEVER THAT WAS THEN AND THIS IS NOW,8,10.0,8,8,7
train,013090076,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090076.WAV,AND WITHOUT FEAR OF BEING ARRESTED,8,10.0,8,8,8
train,013090105,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090105.WAV,I JUST WANT MY MONEY,9,10.0,8,8,8
train,013090128,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090128.WAV,THAT WAS THE BEFORE THIS IS THE AFTER,9,10.0,8,8,8
train,013090147,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090147.WAV,TOMORROW IS GOING TO BE A BIG DAY FOR ME,8,10.0,9,8,8
train,013090148,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090148.WAV,HOW DO YOU WIDE THE GAMES,8,10.0,10,9,8
train,013090160,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090160.WAV,I HAVE TO KEEP TELLING MYSELF THAT,8,10.0,9,8,8
train,013090179,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090179.WAV,SHE IS HIGH AS A KITE MOST OF THE TIME,9,10.0,10,9,8
train,013090181,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090181.WAV,COME BACK TO THE PARTY MAN,9,10.0,10,9,9
train,013090184,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090184.WAV,PASSED HALF A MILLION VIEWS,8,10.0,10,9,8
train,013090185,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090185.WAV,MAINLY THOSE WHO WERE NOT WORKING,8,10.0,9,9,8
train,013090202,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090202.WAV,WHERE ARE THE BELLES FROM,8,10.0,9,9,8
train,013090232,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090232.WAV,PEOPLE ARE NOT READY FOR IT,8,10.0,8,7,7
train,013090267,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090267.WAV,THEN WOULD STOP WORKING IN THE MIDDLE OF THE NIGHT,8,10.0,9,8,8
train,013090287,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090287.WAV,CHEESE IS ON THE ATTACK,8,10.0,9,7,7
train,013090339,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090339.WAV,BUT I WANTED TO KNOW SO BADLY,8,10.0,9,8,8
train,013090364,1309,m,31,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1309\013090364.WAV,LOVE TO THROW YOURSELF ON THE EARTH AND KISS IT,8,10.0,8,7,7
train,013360001,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360001.WAV,OUR FUTURE IS NEVER TRAPPED IN THE HANDS OF FATE,3,10.0,8,8,4
train,013360002,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360002.WAV,HE HAD A HEART OF GOD,8,10.0,8,7,8
train,013360016,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360016.WAV,WE COME IN WITH A CANDIDATE,8,10.0,7,7,7
train,013360082,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360082.WAV,IT IS THE RESULT OF MAJOR REFORM IN THE COUNTRY,8,10.0,8,8,7
train,013360123,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360123.WAV,IT IS A GOOD POINT,8,10.0,9,7,8
train,013360130,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360130.WAV,BUT EVEN THAT IS PART OF THE POINT,8,10.0,8,8,7
train,013360140,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360140.WAV,HOW IS IT MARCH ALREADY,8,10.0,8,8,8
train,013360145,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360145.WAV,A MEN A CAMERA A BOOK,8,10.0,8,6,7
train,013360146,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360146.WAV,SO I CAN TAKE A LISTEN,8,10.0,8,7,7
train,013360161,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360161.WAV,WANT TO BE THE FIRST TO HEAR THE NEWS,8,10.0,8,7,7
train,013360162,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360162.WAV,THIS IS A WASTE OF MONEY,7,10.0,9,8,6
train,013360171,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360171.WAV,I HOPE YOU WILL HAVE THE BEST BIRTHDAY,7,10.0,8,8,7
train,013360226,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360226.WAV,WHAT TIME WOULD YOU LIKE TO DO,8,10.0,9,8,8
train,013360234,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360234.WAV,TRYING TO GET UP AND GET READY FOR WORK,8,10.0,8,8,7
train,013360235,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360235.WAV,THIS IS THE BEST LUNCH,8,10.0,9,8,8
train,013360257,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360257.WAV,THEN WE HAVE A WINNER,8,10.0,9,8,8
train,013360263,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360263.WAV,THE PICTURE OF THE NIGHT,8,10.0,8,7,7
train,013360268,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360268.WAV,BUT WE HAVE THE BRAINS,8,10.0,7,7,7
train,013360360,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360360.WAV,THERE HE IS ON THE BACK SEAT,8,10.0,8,7,7
train,013360363,1336,m,24,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1336\013360363.WAV,HE SEEMED TO SHAKE HIMSELF,9,10.0,8,8,8
train,013720023,1372,f,21,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1372\013720023.WAV,I HAD A GREAT TIME,9,10.0,10,9,9
train,013720051,1372,f,21,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1372\013720051.WAV,THAT WAS CERTAINLY AS TOUGH DAY IN MY LIFE,8,10.0,8,7,7
train,013720070,1372,f,21,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1372\013720070.WAV,AND OF COURSE IT HAPPENS THAT WAY,8,10.0,8,8,8
train,013720082,1372,f,21,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1372\013720082.WAV,THERE WAS NO REASON TO TAKE HIM OUT,8,10.0,8,8,8
train,013720140,1372,f,21,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1372\013720140.WAV,AND IF SO WILL IS THE REAL ONE,8,10.0,8,7,7
train,013720152,1372,f,21,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1372\013720152.WAV,AM I NOT ALLOWED TO LEAVE MY HOUSE,7,10.0,8,7,7
train,013720153,1372,f,21,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1372\013720153.WAV,READY TO GET DOWN TO BUSINESS,8,10.0,8,7,7
train,013720167,1372,f,21,C:\Users\azizg\Desktop\pfe-d\data\clarity_datasets\speechocean762\WAVE\SPEAKER1372\013720167.WAV,GET ME OUT OF HERE PLEASE,8,10.0,8,7,7
